"student","currProb","course","session","priorTutorAction","reward","Interaction","hintCount","TotalTime","TotalPSTime","TotalWETime","avgstepTime","avgstepTimePS","stepTimeDeviation","symbolicRepresentationCount","englishSymbolicSwitchCount","Level","probDiff","difficultProblemCountSolved","difficultProblemCountWE","easyProblemCountSolved","easyProblemCountWE","probAlternate","easyProbAlternate","RuleTypesCount","UseCount","PrepCount","MorphCount","OptionalCount","NewLevel","SolvedPSInLevel","SeenWEinLevel","probIndexinLevel","probIndexPSinLevel","InterfaceErrorCount","RightApp","WrongApp","WrongSemanticsApp","WrongSyntaxApp","PrightAppRatio","RrightAppRatio","F1Score","FDActionCount","BDActionCount","DirectProofActionCount","InDirectProofActionCount","actionCount","UseWindowInfo","NonPSelements","AppCount","AppRatio","hintRatio","BlankRatio","HoverHintCount","SystemInfoHintCount","NextStepClickCountWE","PreviousStepClickCountWE","deletedApp","ruleScoreMP","ruleScoreDS","ruleScoreSIMP","ruleScoreMT","ruleScoreADD","ruleScoreCONJ","ruleScoreHS","ruleScoreCD","ruleScoreDN","ruleScoreDEM","ruleScoreIMPL","ruleScoreCONTRA","ruleScoreEQUIV","ruleScoreCOM","ruleScoreASSOC","ruleScoreDIST","ruleScoreABS","ruleScoreEXP","ruleScoreTAUT","cumul_Interaction","cumul_hintCount","cumul_TotalTime","cumul_TotalPSTime","cumul_TotalWETime","cumul_avgstepTime","cumul_avgstepTimeWE","cumul_avgstepTimePS","cumul_symbolicRepresentationCount","cumul_englishSymbolicSwitchCount","cumul_difficultProblemCountSolved","cumul_difficultProblemCountWE","cumul_easyProblemCountSolved","cumul_easyProblemCountWE","cumul_probAlternate","cumul_easyProbAlternate","cumul_RuleTypesCount","cumul_UseCount","cumul_PrepCount","cumul_MorphCount","cumul_OptionalCount","cumul_probIndexinLevel","cumul_InterfaceErrorCount","cumul_RightApp","cumul_WrongApp","cumul_WrongSemanticsApp","cumul_WrongSyntaxApp","cumul_PrightAppRatio","cumul_RrightAppRatio","cumul_F1Score","cumul_FDActionCount","cumul_BDActionCount","cumul_DirectProofActionCount","cumul_InDirectProofActionCount","cumul_actionCount","cumul_UseWindowInfo","cumul_NonPSelements","cumul_AppCount","cumul_AppRatio","cumul_hintRatio","cumul_BlankRatio","cumul_HoverHintCount","cumul_SystemInfoHintCount","cumul_NextStepClickCountWE","cumul_PreviousStepClickCountWE","cumul_deletedApp","CurrPro_NumProbRule","CurrPro_avgProbTime","CurrPro_avgProbTimePS","CurrPro_avgProbTimeDeviationPS","CurrPro_avgProbTimeWE","CurrPro_avgProbTimeDeviationWE","CurrPro_medianProbTime"
"008c-F14","6.1.1.0","226-002-BARNES-F14",1,"WE",0,10,0,23.991,0,23.991,2.3991,5.730519118,6.484268848,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.166056337,0,0.323480324,9,0,9,0,9,0,9,0,0,0,1,0,0,9,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,10,0,23.991,0,23.991,2.3991,2.3991,6.100940583,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.160948709,0,0.268913966,9,0,9,0,9,0,9,0,0,0,1,0,0,9,0,0,6,142.0847729,117.483358,185.2095986,20.56411654,40.87964397,78.412
"008c-F14","6.1.2.0","226-002-BARNES-F14",1,"PS",0,22,0,98.527,98.527,0,4.283782609,4.283782609,6.388640307,1,0,6,1,1,0,0,0,0,0,3,2,1,3,0,0,1,0,1,0,1,5,1,0,1,0.227272727,0.833333333,0.357142857,22,0,22,0,22,0,0,22,1,0,0,0,0,0,0,1,0.304533378,0.077980869,0.999946892,0.39003032,0.297072353,0.829808582,0.315863074,0.011571604,0.01,0.2140212,0.901136912,0.01,0.039311765,0.01,0.01,0.01,0.011340922,0.011340922,0.011340922,32,0,122.518,98.527,23.991,3.712666667,2.3991,4.283782609,2,0,1,1,0,0,0,0,3,2,1,3,0,1,2,5,1,0,1,0.227272727,0.384615385,0.285714286,31,0,31,0,31,0,9,22,0.709677419,0,0.290322581,0,0,9,0,1,5,112.6867266,102.5303282,313.4651755,7.518393939,16.41704625,5.8105
"008c-F14","6.1.3.0","226-002-BARNES-F14",1,"PS",110.2088271,43,0,141.443,141.443,0,5.524394059,5.730519118,10.26625576,2,0,6,1,1,0,0,0,0,0,3,3,4,7,0,0,0,0,2,2,6,12,2,1,1,0.3,1.220984799,0.323480324,40,0,40,0,40,0,0,40,1,0,0,1,0,0,0,0,0.806407664,0.077980869,0.999998205,0.39003032,0.297072353,0.937710968,0.315863074,0.011571604,0.039311765,0.589492149,0.96334783,0.01,0.118945582,0.01,0.01,0.01,0.011340922,0.011340922,0.011340922,75,0,263.961,239.97,23.991,5.869566985,5.24969423,6.100940583,4,0,2,1,0,0,0,0,3,5,5,10,0,2,8,17,3,1,2,0.274193548,0.903342333,0.268913966,71,0,71,0,71,0,9,62,0.873239437,0,0.126760563,1,0,9,0,1,8,457.3999871,457.3999871,605.6075083,0,0,303.571
"009a-F14","1.0.1.0","226-002-BARNES-F14",1,"PS",0,73,0,832.438,832.438,0,11.09917333,11.09917333,15.77516035,1,0,1,0,0,0,0,0,0,0,3,6,4,2,0,1,1,0,0,0,21,6,6,6,0,0.125,1.5,0.230769231,54,0,54,0,54,4,6,48,0.888888889,0,0.111111111,5,2,0,0,1,0.041235801,0.020547394,0.297072353,0.011340922,0.011340922,0.01,0.01,0.01,0.01,0.01,0.027247848,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,73,0,832.438,832.438,0,11.09917333,5.24969423,11.09917333,1,0,0,0,0,0,0,0,3,6,4,2,0,0,21,6,6,6,0,0.125,1.5,0.230769231,54,0,54,0,54,4,6,48,0.888888889,0,0.111111111,5,2,0,0,1,3,472.5291424,402.2476603,754.2226573,48.0436209,85.89333199,226.8775
"009a-F14","1.0.2.0","226-002-BARNES-F14",2,"PS",0,48,1,377.934,377.934,0,7.55868,7.55868,13.82213097,1,0,1,0,0,0,0,0,0,0,3,6,2,0,2,0,1,0,1,1,3,7,3,3,0,0.159090909,2.333333333,0.29787234,47,0,47,0,47,0,3,44,0.936170213,0.021276596,0.063829787,11,0,0,0,1,0.306587761,0.052006934,0.800831063,0.011340922,0.011340922,0.01,0.01,0.01,0.01,0.01,0.027247848,0.01,0.011340922,0.024655882,0.01,0.024655882,0.01,0.01,0.01,121,1,1210.372,1210.372,0,9.682976,5.24969423,9.682976,2,0,0,0,0,0,0,0,4,12,6,2,2,1,24,13,9,9,0,0.141304348,1.857142857,0.262626263,101,0,101,0,101,4,9,92,0.910891089,0.00990099,0.089108911,16,2,0,0,2,3,167.9528131,136.6535636,325.6199227,25.72711272,44.42744607,81.495
"009a-F14","1.0.3.0","226-002-BARNES-F14",2,"WE",0,15,0,102.195,0,102.195,6.813,5.730519118,13.78990407,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0.323480324,14,0,14,0,14,0,12,2,0.142857143,0,0.857142857,0,0,7,5,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,136,1,1312.567,1210.372,102.195,9.375478571,6.813,9.682976,3,0,0,0,0,0,0,0,4,12,6,2,2,2,25,13,9,9,0,0.138297872,1.181818182,0.247619048,115,0,115,0,115,4,21,94,0.817391304,0.008695652,0.182608696,16,2,7,5,2,4,572.535163,522.2272823,1017.360329,23.75181108,45.74223636,124.365
"009a-F14","1.0.4.0","226-002-BARNES-F14",2,"PS",40.78947368,12,0,41.909,41.909,0,2.9935,2.9935,13.2002416,1,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,3,2,2,4,0,0,0,0.333333333,1,0.5,12,0,12,0,12,0,0,12,1,0,0,0,0,0,0,0,0.577091102,0.150801345,0.925437192,0.011340922,0.043154774,0.01,0.01,0.01,0.01,0.01,0.027247848,0.01,0.011340922,0.024655882,0.01,0.024655882,0.01,0.01,0.01,148,1,1354.476,1252.281,102.195,8.795298701,6.813,9.009215827,4,0,0,0,0,0,0,0,4,14,8,2,2,3,27,17,9,9,0,0.160377358,1.133333333,0.280991736,127,0,127,0,127,4,21,106,0.834645669,0.007874016,0.165354331,16,2,7,5,2,4,252.0669214,252.0669214,419.3237917,0,0,119.459
"009a-F14","2.1.1.0","226-002-BARNES-F14",2,"WE",0,9,0,74.049,0,74.049,8.227666667,5.730519118,13.17060045,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.166056337,0,0.323480324,8,0,8,0,8,0,8,0,0,0,1,0,0,8,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,9,0,74.049,0,74.049,8.227666667,8.227666667,6.100940583,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.160948709,0,0.268913966,8,0,8,0,8,0,8,0,0,0,1,0,0,8,0,0,4,366.135642,318.9324098,568.136864,32.95672242,55.10625694,152.054
"009a-F14","2.1.2.0","226-002-BARNES-F14",2,"PS",0,16,0,77.75,77.75,0,4.573529412,4.573529412,12.61230897,1,0,2,1,1,0,0,0,0,0,2,3,2,0,0,0,1,0,1,0,2,5,0,0,0,0.333333333,1.25,0.526315789,15,0,15,0,15,0,0,15,1,0,0,0,0,0,0,0,0.80790916,0.356066588,0.991638569,0.011340922,0.043154774,0.01,0.039311765,0.01,0.01,0.01,0.027247848,0.01,0.011340922,0.024655882,0.01,0.024655882,0.01,0.01,0.01,25,0,151.799,77.75,74.049,5.838423077,8.227666667,4.573529412,2,0,1,1,0,0,0,0,2,3,2,0,0,1,3,5,0,0,0,0.333333333,0.5,0.4,23,0,23,0,23,0,8,15,0.652173913,0,0.347826087,0,0,8,0,0,4,215.5316966,166.3043781,514.1781711,37.43865714,50.54714033,64.568
"009a-F14","2.1.3.0","226-002-BARNES-F14",2,"PS",26.94161875,23,0,109.442,109.442,0,4.209307692,4.209307692,11.86592492,1,0,2,1,1,0,0,0,0,0,3,2,2,2,0,0,0,0,2,2,3,6,0,0,0,0.260869565,1.2,0.428571429,23,0,23,0,23,0,0,23,1,0,0,0,0,0,0,0,0.80790916,0.6215691,0.997280847,0.011340922,0.043154774,0.039311765,0.039311765,0.01,0.01,0.01,0.110386521,0.01,0.011340922,0.024655882,0.01,0.024655882,0.01,0.01,0.01,48,0,261.241,187.192,74.049,5.023865385,8.227666667,4.353302326,3,0,2,1,0,0,0,0,3,5,4,2,0,2,6,11,0,0,0,0.289473684,0.733333333,0.41509434,46,0,46,0,46,0,8,38,0.826086957,0,0.173913043,0,0,8,0,0,4,225.4508831,225.4508831,312.2420144,0,0,126.088
"009a-F14","3.1.1.0","226-002-BARNES-F14",2,"WE",0,10,0,103.184,0,103.184,10.3184,5.730519118,11.84508965,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.166056337,0,0.323480324,9,0,9,0,9,0,9,0,0,0,1,0,0,9,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,10,0,103.184,0,103.184,10.3184,10.3184,6.100940583,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.160948709,0,0.268913966,9,0,9,0,9,0,9,0,0,0,1,0,0,9,0,0,4,506.9877537,465.9649527,877.4636507,26.39029352,48.64787226,148.718
"009a-F14","3.1.2.0","226-002-BARNES-F14",2,"PS",0,216,1,1876.068,1876.068,0,8.645474654,8.645474654,12.23603366,1,0,3,1,1,0,0,0,0,0,4,15,14,20,12,0,1,0,1,0,14,46,15,12,3,0.232323232,5.75,0.446601942,203,0,203,0,203,0,5,198,0.975369458,0.004926108,0.024630542,2,0,0,0,9,0.928486588,0.76808766,0.999983973,0.315863074,0.128746564,0.800831063,0.146644201,0.01,0.038685741,0.027717379,0.469047339,0.01,0.011340922,0.052450453,0.01,0.212932864,0.01,0.01,0.01,226,1,1979.252,1876.068,103.184,8.719171806,10.3184,8.645474654,2,0,1,1,0,0,0,0,4,15,14,20,12,1,15,46,15,12,3,0.232323232,3.066666667,0.431924883,212,0,212,0,212,0,14,198,0.933962264,0.004716981,0.066037736,2,0,9,0,9,6,224.5486218,171.9041423,453.1682347,40.45118699,60.599419,68.9985
"009a-F14","3.1.3.0","226-002-BARNES-F14",2,"PS",22.75434446,30,0,80.017,80.017,0,2.424757576,2.424757576,11.87013578,1,0,3,1,1,0,0,0,0,0,2,3,4,0,0,0,0,0,2,2,11,7,0,0,0,0.318181818,1,0.482758621,22,0,22,0,22,0,0,22,1,0,0,0,0,0,0,0,0.975683953,0.910877361,0.999998324,0.587569467,0.315863074,0.925437192,0.146644201,0.01,0.038685741,0.027717379,0.469047339,0.01,0.011340922,0.052450453,0.01,0.212932864,0.01,0.01,0.01,256,1,2059.269,1956.085,103.184,7.920265385,10.3184,7.82434,3,0,2,1,0,0,0,0,4,18,18,20,12,2,26,53,15,12,3,0.240909091,2.409090909,0.438016529,234,0,234,0,234,0,14,220,0.94017094,0.004273504,0.05982906,2,0,9,0,9,6,304.7160905,304.7082155,374.6966858,0.007081395,0.113744052,179.1665
"009a-F14","4.1.1.0","226-002-BARNES-F14",2,"WE",0,14,0,96.192,0,96.192,6.870857143,5.730519118,11.85871186,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0.166056337,0,0.323480324,8,0,8,0,8,0,8,0,0,0,1,0,0,8,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,14,0,96.192,0,96.192,6.870857143,6.870857143,6.100940583,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.160948709,0,0.268913966,8,0,8,0,8,0,8,0,0,0,1,0,0,8,0,0,4,164.8392672,125.7966863,260.6786393,31.91924912,60.61856213,99.6955
"009a-F14","4.1.2.0","226-002-BARNES-F14",2,"PS",0,54,0,271.795,271.795,0,4.941727273,4.941727273,11.5009463,1,0,4,1,1,0,0,0,0,0,3,4,2,8,0,0,1,0,1,0,5,12,2,2,0,0.24,2,0.428571429,50,0,50,0,50,0,0,50,1,0,0,0,0,0,0,3,0.992004253,0.969307107,0.999999825,0.587569467,0.315863074,0.925437192,0.376040605,0.01,0.245153989,0.027717379,0.13375601,0.01,0.011340922,0.052450453,0.01,0.212932864,0.01,0.01,0.01,68,0,367.987,271.795,96.192,5.333144928,6.870857143,4.941727273,2,0,1,1,0,0,0,0,3,4,2,8,0,1,11,12,2,2,0,0.24,1,0.387096774,58,0,58,0,58,0,8,50,0.862068966,0,0.137931034,0,0,8,0,3,5,264.2295038,213.6990389,510.6006303,33.5009639,54.88639744,63.2005
"009a-F14","4.1.3.0","226-002-BARNES-F14",2,"PS",9.514563107,42,0,154.945,154.945,0,3.443222222,3.443222222,11.12807969,1,0,4,1,1,0,0,0,0,0,3,4,2,6,0,0,0,0,2,2,4,12,0,0,0,0.292682927,2,0.510638298,41,0,41,0,41,0,0,41,1,0,0,0,0,0,0,2,0.997400425,0.969307107,0.999999982,0.587569467,0.315863074,0.925437192,0.946502008,0.01,0.636318113,0.027717379,0.491675212,0.01,0.011340922,0.052450453,0.01,0.212932864,0.01,0.01,0.01,110,0,522.932,426.74,96.192,4.587122807,6.870857143,4.2674,3,0,2,1,0,0,0,0,3,8,4,14,0,2,15,24,2,2,0,0.263736264,1.333333333,0.440366972,99,0,99,0,99,0,8,91,0.919191919,0,0.080808081,0,0,8,0,5,5,705.756679,705.756679,623.5281073,0,0,506.664
"009a-F14","5.1.1.0","226-002-BARNES-F14",2,"PS",0,12,0,47.54,47.54,0,3.395714286,3.395714286,11.00574117,1,0,5,1,1,0,0,0,0,0,2,2,0,2,0,1,1,0,0,0,2,4,0,0,0,0.333333333,0.8,0.470588235,12,0,12,0,12,0,0,12,1,0,0,0,0,0,0,0,0.997400425,0.989862246,0.999999982,0.587569467,0.315863074,0.925437192,0.982042786,0.01,0.843610378,0.027717379,0.748787244,0.01,0.011340922,0.052450453,0.01,0.212932864,0.01,0.01,0.01,12,0,47.54,47.54,0,3.395714286,5.24969423,3.395714286,1,0,1,0,0,0,0,0,2,2,0,2,0,0,2,4,0,0,0,0.333333333,0.8,0.470588235,12,0,12,0,12,0,0,12,1,0,0,0,0,0,0,0,5,136.7717735,113.2824938,220.7980538,18.59096443,32.38021109,67.9345
"009a-F14","5.1.2.0","226-002-BARNES-F14",2,"WE",0,11,0,14.463,0,14.463,1.314818182,5.730519118,10.99911501,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.166056337,0,0.323480324,10,0,10,0,10,0,10,0,0,0,1,0,0,10,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,23,0,62.003,47.54,14.463,2.48012,1.314818182,3.395714286,2,0,1,1,0,0,0,0,2,2,0,2,0,1,3,4,0,0,0,0.333333333,0.307692308,0.32,22,0,22,0,22,0,10,12,0.545454545,0,0.454545455,0,0,10,0,0,6,88.52143265,58.20607937,172.7969031,27.74632016,35.8557963,41.78
"009a-F14","5.1.3.0","226-002-BARNES-F14",2,"PS",-51.86602871,41,0,180.281,180.281,0,4.192581395,4.192581395,10.68589956,1,0,5,1,1,0,0,0,0,0,2,4,0,9,0,0,0,0,2,1,4,9,4,4,0,0.230769231,1.5,0.4,39,0,39,0,39,0,0,39,1,0,0,0,0,0,0,0,0.997400425,0.76373616,0.999999982,0.587569467,0.315863074,0.925437192,0.994121308,0.01,0.254049906,0.234704768,0.988745077,0.01,0.011340922,0.052450453,0.01,0.212932864,0.01,0.01,0.01,64,0,242.284,227.821,14.463,3.563,1.314818182,3.996859649,3,0,2,1,0,0,0,0,2,6,0,11,0,2,7,13,4,4,0,0.254901961,0.684210526,0.371428571,61,0,61,0,61,0,10,51,0.836065574,0,0.163934426,0,0,10,0,0,5,537.6418304,537.6411391,788.7727724,0.00060687,0.009823053,354.852
"009a-F14","6.1.1.0","226-002-BARNES-F14",2,"PS",0,21,0,64.992,64.992,0,2.82573913,2.82573913,10.54000582,1,0,6,1,1,0,0,0,0,0,2,2,0,4,0,1,1,0,0,0,3,6,0,0,0,0.3,0.857142857,0.444444444,20,0,20,0,20,0,0,20,1,0,0,0,0,0,0,0,0.997400425,0.76373616,0.999999982,0.587569467,0.315863074,0.925437192,0.997422053,0.01,0.764372576,0.234704768,0.998811194,0.01,0.011340922,0.052450453,0.01,0.212932864,0.01,0.01,0.01,21,0,64.992,64.992,0,2.82573913,5.24969423,2.82573913,1,0,1,0,0,0,0,0,2,2,0,4,0,0,3,6,0,0,0,0.3,0.857142857,0.444444444,20,0,20,0,20,0,0,20,1,0,0,0,0,0,0,0,6,142.0847729,117.483358,185.2095986,20.56411654,40.87964397,78.412
"009a-F14","6.1.2.0","226-002-BARNES-F14",2,"WE",0,3,0,6.025,0,6.025,2.008333333,5.730519118,10.53457147,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.166056337,0,0.323480324,2,0,2,0,2,0,2,0,0,0,1,0,0,2,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,24,0,71.017,64.992,6.025,2.731423077,2.008333333,2.82573913,2,0,1,1,0,0,0,0,2,2,0,4,0,1,4,6,0,0,0,0.3,0.461538462,0.363636364,22,0,22,0,22,0,2,20,0.909090909,0,0.090909091,0,0,2,0,0,5,112.6867266,102.5303282,313.4651755,7.518393939,16.41704625,5.8105
"009a-F14","6.1.3.0","226-002-BARNES-F14",2,"PS",51.86602871,56,0,254.457,254.457,0,4.387189655,4.387189655,5.97410567,1,0,6,1,1,0,0,0,0,0,3,3,5,8,0,0,0,0,2,1,3,16,0,0,0,0.290909091,2.666666667,0.524590164,55,0,55,0,55,0,0,55,1,0,0,0,0,0,0,2,0.999157967,0.908884329,1,0.587569467,0.315863074,0.974591263,0.997422053,0.01,0.968682569,0.900200057,0.999959768,0.01,0.043154774,0.052450453,0.01,0.212932864,0.01,0.01,0.01,80,0,325.474,319.449,6.025,3.874690476,2.008333333,3.943814815,3,0,2,1,0,0,0,0,3,5,5,12,0,2,7,22,0,0,0,0.293333333,1.157894737,0.468085106,77,0,77,0,77,0,2,75,0.974025974,0,0.025974026,0,0,2,0,2,8,457.3999871,457.3999871,605.6075083,0,0,303.571
"009b-F14","1.0.1.0","226-002-BARNES-F14",1,"WE",0,9,0,41.855,0,41.855,4.650555556,5.730519118,0.357796031,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.323480324,8,0,8,0,8,0,5,3,0.375,0,0.625,0,0,5,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,9,0,41.855,0,41.855,4.650555556,4.650555556,6.100940583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.268913966,8,0,8,0,8,0,5,3,0.375,0,0.625,0,0,5,0,0,3,472.5291424,402.2476603,754.2226573,48.0436209,85.89333199,226.8775
"009b-F14","1.0.2.0","226-002-BARNES-F14",1,"PS",0,41,0,170.795,170.795,0,3.971976744,3.971976744,7.720421199,1,0,1,0,0,0,0,0,0,0,2,5,3,0,0,0,1,0,1,0,11,3,5,4,1,0.09375,1,0.171428571,32,0,32,0,32,0,0,32,1,0,0,0,0,0,0,0,0.039311765,0.041235801,0.042325843,0.01,0.01,0.01,0.011522626,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,50,0,212.65,170.795,41.855,4.089423077,4.650555556,3.971976744,2,0,0,0,0,0,0,0,2,5,3,0,0,1,12,3,5,4,1,0.085714286,0.428571429,0.142857143,40,0,40,0,40,0,5,35,0.875,0,0.125,0,0,5,0,0,3,167.9528131,136.6535636,325.6199227,25.72711272,44.42744607,81.495
"009b-F14","1.0.3.0","226-002-BARNES-F14",2,"PS",0,227,10,1158.807,1158.807,0,5.038291304,5.038291304,10.08829099,1,0,1,0,0,0,0,0,0,0,3,15,18,6,0,0,1,0,2,2,17,14,25,21,4,0.070351759,3.5,0.137931034,213,0,213,0,213,0,14,199,0.9342723,0.046948357,0.0657277,79,0,0,0,0,0.058215605,0.059213599,0.477626526,0.011551145,0.031345946,0.011340922,0.011547283,0.01,0.024655882,0.10216907,0.052450453,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,277,10,1371.457,1329.602,41.855,4.863322695,4.650555556,4.870336996,3,0,0,0,0,0,0,0,3,20,21,6,0,2,29,17,30,25,5,0.072649573,1.545454545,0.13877551,253,0,253,0,253,0,19,234,0.924901186,0.039525692,0.075098814,79,0,5,0,0,4,572.535163,522.2272823,1017.360329,23.75181108,45.74223636,124.365
"009b-F14","1.0.4.0","226-002-BARNES-F14",3,"PS",-69.07894737,109,0,287.511,287.511,0,2.5670625,2.5670625,6.396111404,1,0,1,0,0,0,0,0,0,0,3,8,12,1,0,0,0,0,3,3,16,12,9,8,1,0.142857143,3,0.272727273,95,1,36,60,96,0,12,84,0.875,0,0.125,24,0,0,0,1,0.486738893,0.659605102,0.926130645,0.011551154,0.205434085,0.011551145,0.011547283,0.01,0.024655882,0.182824999,0.052450453,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,386,10,1658.968,1617.113,41.855,4.21057868,4.650555556,4.200293506,4,0,0,0,0,0,0,0,3,28,33,7,0,3,45,29,39,33,6,0.091194969,1.933333333,0.174174174,348,1,289,60,349,0,31,318,0.911174785,0.028653295,0.088825215,103,0,5,0,1,4,252.0669214,252.0669214,419.3237917,0,0,119.459
"009b-F14","2.1.1.0","226-002-BARNES-F14",3,"WE",0,13,0,57.009,0,57.009,4.385307692,5.730519118,6.380966259,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0.323480324,10,0,10,0,10,0,8,2,0.2,0,0.8,0,0,8,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,13,0,57.009,0,57.009,4.385307692,4.385307692,6.100940583,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.268913966,10,0,10,0,10,0,8,2,0.2,0,0.8,0,0,8,0,0,4,366.135642,318.9324098,568.136864,32.95672242,55.10625694,152.054
"009b-F14","2.1.2.0","226-002-BARNES-F14",3,"PS",0,8,2,68.086,68.086,0,7.565111111,7.565111111,1.951199708,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.323480324,7,0,7,0,7,0,2,5,0.714285714,0.285714286,0.285714286,0,0,0,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,21,2,125.095,68.086,57.009,5.686136364,4.385307692,7.565111111,2,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0.268913966,17,0,17,0,17,0,10,7,0.411764706,0.117647059,0.588235294,0,0,8,0,0,4,215.5316966,166.3043781,514.1781711,37.43865714,50.54714033,64.568
"009b-F14","2.1.3.0","226-002-BARNES-F14",4,"PS",0,44,0,130.508,130.508,0,2.900177778,2.900177778,3.237839825,1,0,2,1,1,0,0,0,0,0,3,3,4,0,1,0,1,0,2,0,7,4,4,4,0,0.108108108,0.8,0.19047619,38,0,38,0,38,0,1,37,0.973684211,0,0.026315789,16,0,0,0,0,0.486738893,0.220210332,0.974840171,0.043755452,0.043565565,0.04375544,0.043744397,0.01,0.024655882,0.182824999,0.052450453,0.01,0.01,0.01,0.011340922,0.01,0.01,0.01,0.01,65,2,255.603,198.594,57.009,3.814970149,4.385307692,3.677666667,3,0,1,1,0,0,0,0,3,3,4,0,1,2,12,4,4,4,0,0.090909091,0.266666667,0.13559322,55,0,55,0,55,0,11,44,0.8,0.036363636,0.2,16,0,8,0,0,4,225.4508831,225.4508831,312.2420144,0,0,126.088
